call_uid,sound.files,selec,call_type,call_quality,cluster_unsup,p_contact,contact_thresh_pass
NMSU172_250409_0199__197,NMSU172_250409_0199.wav,197,contact-like,high,4,0.9732454351459302,TRUE
NMSU172_250409_0199__198,NMSU172_250409_0199.wav,198,contact-like,high,4,0.9747885178024575,TRUE
NMSU172_250409_0199__199,NMSU172_250409_0199.wav,199,contact-like,high,4,0.9980419336866905,TRUE
NMSU172_250409_0199__200,NMSU172_250409_0199.wav,200,contact-like,high,6,1.8201658630442943e-7,FALSE
NMSU172_250409_0199__201,NMSU172_250409_0199.wav,201,contact-like,high,4,0.9795423684400588,TRUE
NMSU172_250409_0199__202,NMSU172_250409_0199.wav,202,non-contact,high,5,5.957189200856692e-8,FALSE
NMSU172_250409_0199__203,NMSU172_250409_0199.wav,203,non-contact,high,5,2.1238897363114605e-9,FALSE
NMSU172_250409_0199__204,NMSU172_250409_0199.wav,204,non-contact,high,5,1.3341555965534045e-6,FALSE
NMSU172_250409_0199__205,NMSU172_250409_0199.wav,205,non-contact,high,6,0.016956022843110805,FALSE
NMSU172_250409_0199__206,NMSU172_250409_0199.wav,206,non-contact,high,5,1.0328751217420917e-5,FALSE
NMSU172_250409_0199__207,NMSU172_250409_0199.wav,207,non-contact,high,5,8.41564557316006e-8,FALSE
NMSU172_250409_0199__208,NMSU172_250409_0199.wav,208,non-contact,high,5,1.3109010868053166e-4,FALSE
NMSU172_250409_0199__209,NMSU172_250409_0199.wav,209,non-contact,high,5,5.328545243997654e-6,FALSE
NMSU172_250409_0199__210,NMSU172_250409_0199.wav,210,non-contact,high,4,0.9942972984244923,TRUE
NMSU172_250409_0199__211,NMSU172_250409_0199.wav,211,non-contact,high,3,0.9805111838179175,TRUE
NMSU172_250409_0199__212,NMSU172_250409_0199.wav,212,non-contact,high,2,0.9445160544144788,TRUE
NMSU172_250409_0199__213,NMSU172_250409_0199.wav,213,non-contact,high,4,0.9910410687695895,TRUE
NMSU172_250409_0199__214,NMSU172_250409_0199.wav,214,non-contact,high,4,0.9849171711160942,TRUE
NMSU172_250409_0199__215,NMSU172_250409_0199.wav,215,non-contact,high,2,0.8408668308894891,TRUE
NMSU172_250409_0199__216,NMSU172_250409_0199.wav,216,non-contact,high,2,0.9538612038100566,TRUE
NMSU172_250409_0199__217,NMSU172_250409_0199.wav,217,non-contact,high,2,0.9733779190528473,TRUE
NMSU172_250409_0199__218,NMSU172_250409_0199.wav,218,non-contact,high,2,0.9742435538954118,TRUE
NMSU172_250409_0199__219,NMSU172_250409_0199.wav,219,non-contact,high,3,0.9422168795580279,TRUE
NMSU172_250409_0199__220,NMSU172_250409_0199.wav,220,non-contact,high,3,0.982803559015112,TRUE
NMSU172_250409_0199__221,NMSU172_250409_0199.wav,221,contact-like,high,3,0.9753883513667443,TRUE
NMSU172_250409_0199__222,NMSU172_250409_0199.wav,222,contact-like,high,3,0.9736110756779863,TRUE
NMSU172_250409_0199__223,NMSU172_250409_0199.wav,223,contact-like,high,3,0.9252117131098304,TRUE
NMSU172_250409_0199__224,NMSU172_250409_0199.wav,224,contact-like,high,3,0.9643219325449983,TRUE
NMSU172_250409_0199__225,NMSU172_250409_0199.wav,225,non-contact,high,6,6.362032401339298e-16,FALSE
NMSU172_250409_0199__226,NMSU172_250409_0199.wav,226,non-contact,high,5,2.012618228618559e-9,FALSE
NMSU172_250409_0199__227,NMSU172_250409_0199.wav,227,non-contact,high,5,3.003227284475484e-9,FALSE
NMSU172_250409_0199__228,NMSU172_250409_0199.wav,228,non-contact,high,5,2.2893349385026016e-7,FALSE
NMSU172_250409_0199__229,NMSU172_250409_0199.wav,229,non-contact,high,5,5.906697787155884e-9,FALSE
NMSU172_250409_0199__230,NMSU172_250409_0199.wav,230,non-contact,high,5,5.52518972474893e-9,FALSE
NMSU172_250409_0199__231,NMSU172_250409_0199.wav,231,non-contact,high,5,9.018509469486717e-9,FALSE
NMSU172_250409_0199__232,NMSU172_250409_0199.wav,232,non-contact,high,5,1.2523091715616806e-9,FALSE
NMSU172_250409_0199__233,NMSU172_250409_0199.wav,233,non-contact,high,5,5.0907927879569215e-12,FALSE
NMSU172_250409_0199__234,NMSU172_250409_0199.wav,234,non-contact,high,5,4.503713649278551e-4,FALSE
NMSU172_250409_0199__235,NMSU172_250409_0199.wav,235,non-contact,high,5,0.0016337771181105726,FALSE
NMSU172_250409_0199__236,NMSU172_250409_0199.wav,236,non-contact,high,5,2.123634026331689e-6,FALSE
NMSU172_250409_0199__237,NMSU172_250409_0199.wav,237,non-contact,high,5,6.540292366161855e-8,FALSE
NMSU172_250409_0199__238,NMSU172_250409_0199.wav,238,non-contact,high,5,6.686045900656207e-8,FALSE
NMSU172_250409_0199__239,NMSU172_250409_0199.wav,239,non-contact,high,5,3.858341854753429e-7,FALSE
NMSU172_250409_0199__240,NMSU172_250409_0199.wav,240,non-contact,high,5,1.29021001546533e-4,FALSE
NMSU172_250409_0199__241,NMSU172_250409_0199.wav,241,non-contact,high,5,6.121654898417225e-6,FALSE
NMSU172_250409_0199__242,NMSU172_250409_0199.wav,242,non-contact,high,3,0.8253592928518955,TRUE
NMSU172_250409_0199__243,NMSU172_250409_0199.wav,243,non-contact,high,6,0.19122797371449868,FALSE
NMSU172_250409_0199__244,NMSU172_250409_0199.wav,244,non-contact,high,6,0.3299735413495882,FALSE
NMSU172_250409_0199__245,NMSU172_250409_0199.wav,245,non-contact,high,5,2.484285963334947e-4,FALSE
NMSU172_250409_0199__246,NMSU172_250409_0199.wav,246,non-contact,high,3,0.5974345722103785,FALSE
NMSU172_250409_0199__247,NMSU172_250409_0199.wav,247,non-contact,high,3,0.8806853139874623,TRUE
NMSU172_250409_0199__248,NMSU172_250409_0199.wav,248,non-contact,high,5,0.005235630452929733,FALSE
NMSU172_250409_0199__249,NMSU172_250409_0199.wav,249,non-contact,high,5,1.6426782160718512e-5,FALSE
NMSU172_250409_0199__250,NMSU172_250409_0199.wav,250,non-contact,high,6,0.007377678571476453,FALSE
NMSU172_250409_0199__251,NMSU172_250409_0199.wav,251,non-contact,high,5,4.978456910041582e-4,FALSE
NMSU172_250409_0199__252,NMSU172_250409_0199.wav,252,contact-like,high,4,0.9791395166437367,TRUE
NMSU172_250409_0199__253,NMSU172_250409_0199.wav,253,contact-like,medium,6,1.5636101304997003e-11,FALSE
NMSU172_250409_0199__254,NMSU172_250409_0199.wav,254,contact-like,high,4,0.9990933655913711,TRUE
NMSU172_250409_0199__255,NMSU172_250409_0199.wav,255,contact-like,high,4,0.9902567227194916,TRUE
NMSU172_250409_0199__256,NMSU172_250409_0199.wav,256,contact-like,high,4,0.9991233767233711,TRUE
NMSU172_250409_0199__257,NMSU172_250409_0199.wav,257,non-contact,high,5,0.012617080027119303,FALSE
NMSU172_250409_0199__258,NMSU172_250409_0199.wav,258,non-contact,high,5,1.4935980651415592e-6,FALSE
NMSU172_250409_0199__259,NMSU172_250409_0199.wav,259,non-contact,high,5,1.1348228133396991e-4,FALSE
NMSU172_250409_0199__260,NMSU172_250409_0199.wav,260,non-contact,high,5,3.409401555149283e-9,FALSE
NMSU172_250409_0199__261,NMSU172_250409_0199.wav,261,non-contact,high,5,3.927783723722589e-9,FALSE
NMSU172_250409_0199__262,NMSU172_250409_0199.wav,262,non-contact,high,5,1.3087660083298432e-5,FALSE
NMSU172_250409_0199__263,NMSU172_250409_0199.wav,263,non-contact,high,5,1.5606172149435933e-10,FALSE
NMSU172_250409_0199__264,NMSU172_250409_0199.wav,264,non-contact,high,5,8.952233276647349e-7,FALSE
NMSU172_250409_0199__265,NMSU172_250409_0199.wav,265,contact-like,high,4,0.9986758382994531,TRUE
NMSU172_250409_0199__266,NMSU172_250409_0199.wav,266,contact-like,high,4,0.9950956469777512,TRUE
NMSU172_250409_0199__267,NMSU172_250409_0199.wav,267,contact-like,high,4,0.9968279230056085,TRUE
NMSU172_250409_0199__268,NMSU172_250409_0199.wav,268,contact-like,high,4,0.9903753678502629,TRUE
NMSU172_250409_0199__269,NMSU172_250409_0199.wav,269,contact-like,high,3,0.8852904227624225,TRUE
NMSU172_250409_0199__270,NMSU172_250409_0199.wav,270,contact-like,medium,3,0.9721392497218694,TRUE
NMSU172_250409_0199__271,NMSU172_250409_0199.wav,271,contact-like,medium,6,0.0900486394396208,FALSE
NMSU172_250409_0199__272,NMSU172_250409_0199.wav,272,contact-like,high,4,0.9977062638014624,TRUE
NMSU172_250409_0199__273,NMSU172_250409_0199.wav,273,contact-like,high,3,0.8512135809898997,TRUE
NMSU172_250409_0199__274,NMSU172_250409_0199.wav,274,contact-like,high,3,0.9819981345333277,TRUE
NMSU172_250409_0199__275,NMSU172_250409_0199.wav,275,contact-like,high,4,0.9950329183346012,TRUE
NMSU172_250409_0199__276,NMSU172_250409_0199.wav,276,contact-like,high,4,0.9989301014300718,TRUE
NMSU172_250409_0199__277,NMSU172_250409_0199.wav,277,non-contact,high,6,4.042168021069278e-23,FALSE
NMSU172_250409_0199__278,NMSU172_250409_0199.wav,278,non-contact,high,6,0.0011980855861229913,FALSE
NMSU172_250409_0199__279,NMSU172_250409_0199.wav,279,non-contact,high,6,2.132892578214745e-15,FALSE
NMSU172_250409_0199__280,NMSU172_250409_0199.wav,280,non-contact,high,6,2.996105555034684e-12,FALSE
NMSU172_250409_0199__281,NMSU172_250409_0199.wav,281,contact-like,high,2,0.9636109160495505,TRUE
NMSU172_250409_0199__282,NMSU172_250409_0199.wav,282,contact-like,high,2,0.9661622036521444,TRUE
NMSU172_250409_0199__283,NMSU172_250409_0199.wav,283,contact-like,high,2,0.9310267615210724,TRUE
NMSU172_250409_0199__284,NMSU172_250409_0199.wav,284,contact-like,high,4,0.9960866664554606,TRUE
NMSU172_250409_0199__285,NMSU172_250409_0199.wav,285,contact-like,high,3,0.976990263644634,TRUE
NMSU172_250409_0199__286,NMSU172_250409_0199.wav,286,contact-like,high,6,0.2426467794786159,FALSE
NMSU172_250409_0199__287,NMSU172_250409_0199.wav,287,contact-like,high,2,0.8914653352110387,TRUE
NMSU172_250409_0199__288,NMSU172_250409_0199.wav,288,contact-like,high,3,0.960957153148682,TRUE
NMSU172_250409_0199__289,NMSU172_250409_0199.wav,289,contact-like,high,3,0.9534625712208038,TRUE
NMSU172_250409_0199__290,NMSU172_250409_0199.wav,290,contact-like,high,4,0.9903982021374896,TRUE
NMSU172_250409_0199__291,NMSU172_250409_0199.wav,291,contact-like,high,4,0.9899048688181101,TRUE
NMSU172_250409_0199__292,NMSU172_250409_0199.wav,292,contact-like,high,4,0.982701772352354,TRUE
NMSU172_250409_0199__293,NMSU172_250409_0199.wav,293,contact-like,high,4,0.9865285622824882,TRUE
NMSU172_250409_0199__294,NMSU172_250409_0199.wav,294,contact-like,high,2,0.9062734223372192,TRUE
NMSU172_250409_0199__295,NMSU172_250409_0199.wav,295,contact-like,high,4,0.9952955683231132,TRUE
NMSU172_250409_0199__296,NMSU172_250409_0199.wav,296,contact-like,high,4,0.9872185525595969,TRUE
NMSU172_250409_0199__297,NMSU172_250409_0199.wav,297,contact-like,high,4,0.949859873117325,TRUE
NMSU172_250409_0199__298,NMSU172_250409_0199.wav,298,contact-like,medium,4,0.9707246673006746,TRUE
NMSU172_250409_0199__299,NMSU172_250409_0199.wav,299,contact-like,high,4,0.9866813862349706,TRUE
NMSU172_250409_0199__300,NMSU172_250409_0199.wav,300,contact-like,high,4,0.9848561852335159,TRUE
NMSU172_250409_0199__301,NMSU172_250409_0199.wav,301,contact-like,high,3,0.9496031887008768,TRUE
NMSU172_250409_0199__302,NMSU172_250409_0199.wav,302,contact-like,high,4,0.9562109513558168,TRUE
NMSU172_250409_0199__303,NMSU172_250409_0199.wav,303,contact-like,high,4,0.9716346686217261,TRUE
NMSU172_250409_0199__304,NMSU172_250409_0199.wav,304,contact-like,high,4,0.9989529646815971,TRUE
NMSU172_250409_0199__305,NMSU172_250409_0199.wav,305,contact-like,high,4,0.9868260641844621,TRUE
NMSU172_250409_0199__306,NMSU172_250409_0199.wav,306,contact-like,high,4,0.9885409689070179,TRUE
NMSU172_250409_0199__307,NMSU172_250409_0199.wav,307,contact-like,medium,3,0.9189993109268371,TRUE
NMSU172_250409_0199__308,NMSU172_250409_0199.wav,308,contact-like,high,4,0.9855774105348619,TRUE
NMSU172_250409_0199__309,NMSU172_250409_0199.wav,309,contact-like,high,4,0.9871726074686125,TRUE
NMSU172_250409_0199__310,NMSU172_250409_0199.wav,310,contact-like,high,4,0.9869897132055121,TRUE
NMSU172_250409_0199__311,NMSU172_250409_0199.wav,311,contact-like,high,3,0.6422281941769737,FALSE
NMSU172_250409_0199__312,NMSU172_250409_0199.wav,312,contact-like,high,3,0.9792515753437843,TRUE
NMSU172_250409_0199__313,NMSU172_250409_0199.wav,313,contact-like,medium,2,0.7891200109357449,FALSE
NMSU172_250409_0199__314,NMSU172_250409_0199.wav,314,contact-like,high,2,0.8944466262775701,TRUE
NMSU172_250409_0199__315,NMSU172_250409_0199.wav,315,contact-like,medium,6,1.5811000615620146e-12,FALSE
NMSU172_250409_0199__316,NMSU172_250409_0199.wav,316,contact-like,medium,6,0.08331792871196164,FALSE
NMSU172_250409_0199__317,NMSU172_250409_0199.wav,317,contact-like,medium,2,0.574396233933368,FALSE
NMSU172_250409_0199__318,NMSU172_250409_0199.wav,318,contact-like,high,2,0.953126416337844,TRUE
NMSU172_250409_0199__319,NMSU172_250409_0199.wav,319,contact-like,high,3,0.9562944631289435,TRUE
NMSU172_250409_0199__320,NMSU172_250409_0199.wav,320,contact-like,high,2,0.9093911719545706,TRUE
NMSU172_250409_0199__321,NMSU172_250409_0199.wav,321,contact-like,high,4,0.9902751492970229,TRUE
NMSU172_250409_0199__322,NMSU172_250409_0199.wav,322,contact-like,high,4,0.983078780748793,TRUE
NMSU172_250409_0199__323,NMSU172_250409_0199.wav,323,contact-like,high,4,0.9949222132036352,TRUE
NMSU172_250409_0199__324,NMSU172_250409_0199.wav,324,contact-like,high,4,0.9890679221980607,TRUE
NMSU172_250409_0199__325,NMSU172_250409_0199.wav,325,contact-like,high,4,0.9954090824810973,TRUE
NMSU172_250409_0199__326,NMSU172_250409_0199.wav,326,contact-like,high,4,0.9933495263181509,TRUE
NMSU172_250409_0199__327,NMSU172_250409_0199.wav,327,contact-like,high,4,0.9853413192232676,TRUE
NMSU172_250409_0199__328,NMSU172_250409_0199.wav,328,contact-like,high,4,0.9892843961853669,TRUE
NMSU172_250409_0199__329,NMSU172_250409_0199.wav,329,contact-like,high,4,0.9761214464687222,TRUE
NMSU172_250409_0199__330,NMSU172_250409_0199.wav,330,contact-like,high,4,0.9980752543346597,TRUE
NMSU172_250409_0199__331,NMSU172_250409_0199.wav,331,contact-like,high,4,0.9937393589702606,TRUE
NMSU172_250409_0199__332,NMSU172_250409_0199.wav,332,contact-like,high,4,0.9987366664617466,TRUE
NMSU172_250409_0199__333,NMSU172_250409_0199.wav,333,contact-like,high,4,0.9798910574182544,TRUE
NMSU172_250409_0199__334,NMSU172_250409_0199.wav,334,contact-like,high,4,0.9873680408032057,TRUE
NMSU172_250409_0199__335,NMSU172_250409_0199.wav,335,contact-like,high,4,0.9984287572890752,TRUE
NMSU172_250409_0199__336,NMSU172_250409_0199.wav,336,contact-like,high,4,0.997982382140699,TRUE
NMSU172_250409_0199__337,NMSU172_250409_0199.wav,337,contact-like,high,3,0.9803826673339523,TRUE
NMSU172_250409_0199__338,NMSU172_250409_0199.wav,338,contact-like,high,4,0.9902468806914464,TRUE
NMSU172_250409_0199__339,NMSU172_250409_0199.wav,339,contact-like,high,4,0.9926813303777346,TRUE
NMSU172_250409_0199__340,NMSU172_250409_0199.wav,340,contact-like,high,4,0.9987421813843608,TRUE
NMSU172_250409_0199__341,NMSU172_250409_0199.wav,341,contact-like,high,4,0.9952475062357465,TRUE
NMSU172_250409_0199__342,NMSU172_250409_0199.wav,342,contact-like,high,4,0.9976878304217709,TRUE
NMSU172_250409_0199__343,NMSU172_250409_0199.wav,343,contact-like,high,4,0.9971747059802555,TRUE
NMSU172_250409_0199__344,NMSU172_250409_0199.wav,344,contact-like,high,4,0.996668688750273,TRUE
NMSU172_250409_0199__345,NMSU172_250409_0199.wav,345,contact-like,high,4,0.9924452411917852,TRUE
NMSU172_250409_0199__346,NMSU172_250409_0199.wav,346,contact-like,high,2,0.8268868770241258,TRUE
NMSU172_250409_0199__347,NMSU172_250409_0199.wav,347,contact-like,high,6,1.0934250097150425e-7,FALSE
NMSU172_250409_0199__348,NMSU172_250409_0199.wav,348,contact-like,high,3,0.9739122117407955,TRUE
NMSU172_250409_0199__349,NMSU172_250409_0199.wav,349,contact-like,high,3,0.8981456289134613,TRUE
NMSU172_250409_0199__350,NMSU172_250409_0199.wav,350,contact-like,high,4,0.9920522006013454,TRUE
NMSU172_250409_0199__351,NMSU172_250409_0199.wav,351,contact-like,high,6,0.007354909750071699,FALSE
NMSU172_250409_0199__352,NMSU172_250409_0199.wav,352,contact-like,high,2,0.9310076173381557,TRUE
NMSU172_250409_0199__353,NMSU172_250409_0199.wav,353,contact-like,high,3,0.9423484647619363,TRUE
NMSU172_250409_0199__354,NMSU172_250409_0199.wav,354,contact-like,high,3,0.9705781036989003,TRUE
NMSU172_250409_0199__355,NMSU172_250409_0199.wav,355,contact-like,high,6,0.027953544161992822,FALSE
NMSU172_250409_0199__356,NMSU172_250409_0199.wav,356,contact-like,high,3,0.9728822192540202,TRUE
NMSU172_250409_0199__357,NMSU172_250409_0199.wav,357,contact-like,high,4,0.9799534468748579,TRUE
NMSU172_250409_0199__358,NMSU172_250409_0199.wav,358,contact-like,high,4,0.9814657673279186,TRUE
NMSU172_250409_0199__359,NMSU172_250409_0199.wav,359,contact-like,high,4,0.9895955822558188,TRUE
NMSU172_250409_0199__360,NMSU172_250409_0199.wav,360,contact-like,high,3,0.9491375174069712,TRUE
NMSU172_250409_0199__361,NMSU172_250409_0199.wav,361,contact-like,medium,6,4.350184537753365e-22,FALSE
NMSU172_250409_0199__362,NMSU172_250409_0199.wav,362,contact-like,high,4,0.9563321031265413,TRUE
NMSU172_250409_0199__363,NMSU172_250409_0199.wav,363,contact-like,high,6,0.3353510365161535,FALSE
